Nanopore_ID	Plasmid_ID	Contig_ID	Sequence_size	Number_of_AR_genes	AR_gene_list	Best_blast_hit	Fraction_aligned	Percent_identity	novel	clusters
4803	N139_BC01	p_4165	tig00000001	13623	1	Tet-39;	Acinetobacter baumannii strain AB20C15 plasmid pIBAC oxa58 20C15, complete sequence	0.506	95.727	no	NA
4804	N174_BC04	p_4166	tig00000384	2445	0	NA	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.022	97.632	no	NA
4805	N174_BC04	p_4167	tig00000046	2982	0	NA	Staphylococcus aureus plasmid SAP104A, complete sequence	1.016	98.372	no	NA
4806	N174_BC04	p_4168	tig00000025	2984	0	NA	Staphylococcus aureus plasmid pKH3, complete sequence	0.955	96.282	no	NA
4807	N213_BC07	p_4571	tig00000482	9832	0	NA	Acinetobacter pittii strain WCHAP005046 plasmid p2 005046, complete sequence	0.458	81.257	no	NA
4808	N151_BC04	p_3388	tig00000015	109648	0	NA	Acinetobacter baumannii strain ABNIH28 plasmid pABA-1fe1, complete sequence	0.955	98.157	no	NA
4809	N171_BC12	p_2992	tig00000399	14699	0	NA	Bacillus cereus AH820 plasmid pAH820 10, complete sequence	0.693	96.196	no	NA
4810	N171_BC12	p_2993	tig00000100	410424	0	NA	Bacillus cereus strain AH820 plasmid pPER272, complete sequence	0.539	96.285	no	NA
4811	N231_BC08	p_4175	tig00000464	10661	0	NA	Staphylococcus aureus strain 4185 plasmid pRJ101, complete sequence	0.552	90.829	no	NA
4812	N224_BC07	p_4978	tig00000087	3148	0	NA	Bacillus cereus strain CC-1 plasmid p2, complete sequence	0.959	98.14	no	NA
4813	N138_BC10	p_6160	tig00000001	2961	0	NA	Staphylococcus aureus plasmid pKH3, complete sequence	1.021	95.349	no	NA
4814	N213_BC02	p_2997	tig00000152	8136	0	NA	Bacillus thuringiensis Bt407 plasmid BTB 8p, complete sequence	1.016	97.762	no	NA
4815	N213_BC02	p_2998	tig00002830	3133	0	NA	Bacillus cereus strain CC-1 plasmid p2, complete sequence	0.936	98.526	no	NA
4816	N213_BC02	p_2999	tig00000143	74486	0	NA	Bacillus thuringiensis serovar chinensis CT-43 plasmid pCT72, complete sequence	0.829	97.676	no	NA
4817	N204_BC03	p_5393	tig00000260	8153	0	NA	Bacillus thuringiensis Bt407 plasmid BTB 8p, complete sequence	1.003	97.92	no	NA
4818	N216_BC08	p_3130	tig00000079	269871	2	MphA;SHV-OKP-LEN;	Enterobacter cloacae strain N1863 plasmid pN1863-HI2, complete sequence	0.913	98.771	no	NA
4819	N173_BC10	p_4585	tig00007927	7386	0	NA	Bacillus cereus strain 3a plasmid pBFC 1, complete sequence	0.685	97.897	no	NA
4820	N157_BC07	p_4185	tig00000023	17350	0	NA	Staphylococcus aureus plasmid pSK21, partial sequence	0.51	87.434	no	NA
4821	N207_BC03	p_6168	tig00000809	18092	0	NA	Bacillus cereus AH820 plasmid pAH820 10, complete sequence	0.735	92.694	no	NA
4822	N219_BC09	p_5521	tig00006077	7536	0	NA	Bacillus thuringiensis plasmid pBMB7635, complete sequence	1.013	98.472	no	NA
4823	N207_BC03	p_6169	tig00000580	4721	0	NA	Uncultured organism plasmid pK5, complete sequence	0.586	96.53	no	NA
4824	N162_BC12	p_6434	tig00003779	2252	0	NA	Staphylococcus haemolyticus JCSC1435 plasmid pSHaeA DNA, complete sequence	1.007	93.236	no	NA
4825	N107_BC04	p_6043	tig00000018	4527	0	NA	Enterococcus faecium strain ISMMS VRE 12 plasmid p4 ISMMS VRE12, complete sequence	0.792	91.184	no	NA
4826	N148_BC08	p_5401	tig00000009	2940	0	NA	Staphylococcus aureus subsp. aureus LGA251 plasmid pLGA251 complete sequence	1.026	92.942	no	NA
4827	N144_BC10	p_4193	tig00000036	4374	1	TetK;	Staphylococcus aureus strain JY10 plasmid pKH16, complete sequence	1.017	98.123	no	NA
4828	N144_BC10	p_4194	tig00000082	6867	0	NA	Staphylococcus epidermidis strain FDAARGOS 161 plasmid unnamed2, complete sequence	0.728	96.219	no	NA
4829	N163_BC06	p_3012	tig00001909	4049	0	NA	Staphylococcus epidermidis plasmid SAP108C, complete sequence	0.817	94.701	no	NA
4830	N184_BC12	p_3411	tig00000100	4309	0	NA	Enterococcus faecium strain Efaecium ER04526.3A plasmid pER04562.3A.4, complete sequence	0.98	93.618	no	NA
4831	N184_BC12	p_3412	tig00000104	60979	0	NA	Enterococcus faecium strain E745 plasmid pl6, complete sequence	0.963	98.567	no	NA
4832	N184_BC12	p_3413	tig00000167	98058	4	Ant6-Ia;Aph3-III;TetL;ErmB;	Enterococcus faecium strain ISMMS VRE 8 plasmid ISMMS VRE8 p2, complete sequence	0.829	96.376	no	NA
4833	N184_BC12	p_3414	tig00000051	240787	6	VanX-M;VanH-Pt;VanY-A;VanR-A;VanA;Aac6-Aph2;	Enterococcus faecium DO plasmid 3, complete sequence	0.705	98.232	no	NA
4834	N134_BC09	p_6180	tig00000007	8638	0	NA	Acinetobacter baumannii strain A297(RUH875) plasmid pA297-2, complete sequence	1.011	98.852	no	NA
4835	N224_BC02	p_6182	tig00000051	171532	0	NA	Acinetobacter pittii strain AP 882 plasmid pNDM-AP 882, complete sequence	0.706	98.381	no	NA
4836	N209_BC11	p_5413	tig00000080	80480	1	SHV-OKP-LEN;	Klebsiella pneumoniae subsp. pneumoniae strain KPNIH32 plasmid pKPC-def, complete sequence	0.606	98.291	no	NA
4837	N176_BC11	p_5536	tig00000038	4497	1	Str;	Staphylococcus aureus strain RIVM0677 plasmid pRIVM0677, complete sequence	0.906	85.937	no	NA
4838	N209_BC05	p_4476	tig00000271	5107	0	NA	Enterococcus faecalis plasmid pS86, rep86 and mob86 genes	1.018	89.105	no	NA
4839	N106_BC11	p_4206	tig00000002	17314	0	NA	Staphylococcus aureus subsp. aureus strain 1971.C01 plasmid p1971.C01b, complete sequence	0.372	93.026	no	NA
4840	N148_BC11	p_3421	tig00000062	18616	1	BlaZ;	Staphylococcus epidermidis RP62A plasmid pSERP, complete sequence	0.638	98.278	no	NA
4841	N143_BC09	p_4208	tig00000007	4554	1	CatA;	Staphylococcus epidermidis plasmid pSK103, complete sequence	0.985	97.118	no	NA
4842	N126_BC05	p_5803	tig00000039	47205	5	AadA;TEM-1D;SulIII;Aph3''Ia;FosA;	Escherichia coli strain YD786 plasmid pYD786-3, complete sequence	0.974	99.01	no	NA
4843	N215_BC11	p_5420	tig00000071	193442	0	NA	Klebsiella pneumoniae strain KPNIH48 plasmid pKPN-10f7, complete sequence	0.777	98.084	no	NA
4844	N146_BC06	p_5421	tig00000010	101378	7	AacAad;SHV-OKP-LEN;OXA-9;AadA;StrA;SulII;StrB;	Salmonella enterica subsp. enterica serovar Concord strain CFSAN018747 plasmid pGMI14-002 1, complete sequence	0.826	99.241	no	NA
4845	N160_BC05	p_4213	tig00000149	12834	0	NA	Bacillus cereus AH187 plasmid pAH187 12, complete sequence	0.806	97.936	no	NA
4846	N222_BC07	p_4214	tig00000089	1649	0	NA	Staphylococcus aureus plasmid pSK3, complete genome	1.003	98.186	no	NA
4847	N222_BC07	p_4215	tig00000103	22247	1	BlaZ;	Staphylococcus epidermidis strain ATCC 12228 plasmid pAMT2, complete sequence	1.003	98.843	no	NA
4848	N191_BC12	p_5425	tig00000086	83823	0	NA	Serratia marcescens SM39 plasmid pSMC2 DNA, complete genome	0.298	86.01	no	NA
4849	N134_BC12	p_4616	tig00000238	4919	0	NA	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.707	90.738	no	NA
4850	N208_BC02	p_5427	tig00000106	6015	1	VgaA;	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	0.999	98.003	no	NA
4851	N229_BC11	p_3435	tig00000077	2971	0	NA	Staphylococcus aureus plasmid pKH3, complete sequence	1.015	94.917	no	NA
4852	N104_BC02	p_4619	tig00000005	113966	2	StrB;StrA;	Pseudomonas putida strain 12969 plasmid p12969-2, complete sequence	0.585	92.522	no	NA
4853	N143_BC03	p_5430	tig00000031	2353	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.025	96.238	no	NA
4854	N143_BC03	p_5431	tig00002820	49027	0	NA	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.843	91.939	no	NA
4855	N143_BC03	p_5432	tig00000044	1990	0	NA	Staphylococcus aureus plasmid pWBG754, complete sequence	0.833	93.894	no	NA
4856	N214_BC12	p_5817	tig00000045	6230	0	NA	Staphylococcus epidermidis strain FDAARGOS 153 plasmid unnamed3, complete sequence	0.852	95.812	no	NA
4857	N213_BC03	p_3441	tig00000263	6749	0	NA	Bacillus thuringiensis HD-789 plasmid pBTHD789-6, complete sequence	1.016	97.974	no	NA
4858	N223_BC01	p_4625	tig00000173	2986	0	NA	Staphylococcus aureus plasmid SAP070A, complete sequence	1.01	99.022	no	NA
4859	N116_BC01	p_4227	tig00000001	30638	1	AadD;	Staphylococcus epidermidis strain DAR1907 plasmid unnamed2, complete sequence	0.635	97.993	no	NA
4860	N208_BC07	p_3045	tig00017465	147368	2	StrA;StrB;	Acinetobacter sp. ACNIH1 plasmid pACI-df08, complete sequence	0.705	95.011	no	NA
4861	N194_BC09	p_5438	tig00000100	2460	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.019	97.721	no	NA
4862	N152_BC04	p_4230	tig00000230	2199	0	NA	Staphylococcus aureus plasmid pWBG754, complete sequence	1.021	97.874	no	NA
4863	N123_BC09	p_3447	tig00000018	11802	0	NA	Staphylococcus aureus subsp. aureus strain 1971.C01 plasmid p1971.C01b, complete sequence	0.867	93.654	no	NA
4864	N131_BC04	p_5441	tig00000016	29015	1	AadD;	Staphylococcus epidermidis strain DAR1907 plasmid unnamed2, complete sequence	0.604	97.556	no	NA
4865	N194_BC09	p_5440	tig00000125	4652	0	NA	Uncultured organism plasmid pK5, complete sequence	0.534	97.126	no	NA
4866	N231_BC06	p_3450	tig00006493	352911	0	NA	Bacillus cereus H3081.97 plasmid pH308197 258, complete sequence	0.486	96.094	no	NA
4867	N121_BC11	p_4235	tig00000017	2437	1	ErmC;	Staphylococcus aureus strain T48 plasmid pT48, complete sequence	1.016	98.222	no	NA
4868	N150_BC08	p_6216	tig00000022	8637	0	NA	Acinetobacter baumannii strain AR 0056 plasmid tig00000534 pilon, complete sequence	1.008	98.879	no	NA
4869	N202_BC10	p_3453	tig00000178	207617	0	NA	Klebsiella pneumoniae strain KPNIH48 plasmid pKPN-10f7, complete sequence	0.913	98.46	no	NA
4870	N121_BC11	p_4238	tig00000024	11816	0	NA	Staphylococcus aureus subsp. aureus strain 1971.C01 plasmid p1971.C01b, complete sequence	0.755	93.397	no	NA
4871	N168_BC08	p_3058	tig00000113	14150	0	NA	Staphylococcus epidermidis strain FDAARGOS 161 plasmid unnamed1, complete sequence	0.644	93.1	no	NA
4872	N143_BC04	p_5449	tig00000022	4626	0	NA	Uncultured organism plasmid pK5, complete sequence	0.727	95.724	no	NA
4873	N121_BC11	p_4241	tig00000018	31833	1	TetL;	Staphylococcus epidermidis plasmid SAP016A, complete sequence	0.501	94.128	no	NA
4874	N190_BC01	p_6222	tig00000026	172339	0	NA	Cupriavidus sp. USMAA2-4 plasmid unnamed1, complete sequence	0.886	98.859	no	NA
4875	N192_BC12	p_5452	tig00000119	5407	0	NA	Staphylococcus pasteuri plasmid pSP187	1.011	98.612	no	NA
4876	N192_BC12	p_5453	tig00000127	4949	1	TetK;	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.602	90.09	no	NA
4877	N163_BC08	p_3064	tig00000020	72567	0	NA	Escherichia coli plasmid pV001-a DNA, contig: V001-a scaffold 1, strain: V001	1	98.996	no	NA
4878	N162_BC04	p_4251	tig00000097	67909	0	NA	Enterococcus faecalis strain FDAARGOS 324 plasmid unnamed2, complete sequence	1.01	98.492	no	NA
4879	N215_BC12	p_5456	tig00000096	6730	0	NA	Bacillus thuringiensis strain 4Q2 plasmid pTX14-2, complete sequence	1.017	97.39	no	NA
4880	N136_BC11	p_4254	tig00000040	48751	0	NA	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.668	93.6	no	NA
4881	N112_BC06	p_3068	tig00000002	2808	0	NA	Staphylococcus aureus subsp. aureus TW20, plasmid pTW20 2	1.025	97.172	no	NA
4882	N217_BC11	p_4258	tig00001598	3533	0	NA	Staphylococcus aureus strain USA300-SUR15 plasmid pUSA07-1-SUR15, complete sequence	1.011	98.724	no	NA
4883	N127_BC09	p_3070	tig00000002	18549	0	NA	Comamonas testosteroni P19 genome assembly Comamonas testosteroni P19, plasmid : II	0.699	97.612	no	NA
4884	N098_BC08	p_5461	tig00000002	109805	0	NA	Acinetobacter baumannii strain ABNIH28 plasmid pABA-1fe1, complete sequence	0.953	98.297	no	NA
4885	N207_BC06	p_3072	tig00000160	29027	1	AadD;	Staphylococcus epidermidis strain DAR1907 plasmid unnamed2, complete sequence	0.731	98.157	no	NA
4886	N207_BC06	p_3073	tig00000162	52875	0	NA	Enterococcus faecalis 62 plasmid EF62pC, complete sequence	0.629	94.787	no	NA
4887	N223_BC04	p_4656	tig00000134	20421	1	BlaZ;	Staphylococcus epidermidis strain ATCC 12228 plasmid pAMT2, complete sequence	1.001	98.993	no	NA
4888	N236_BC08	p_6237	tig00000054	29278	0	NA	Staphylococcus epidermidis plasmid SAP016A, complete sequence	0.552	96.972	no	NA
4889	N223_BC04	p_4658	tig00000140	4953	1	TetK;	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.595	90.5	no	NA
4890	N156_BC10	p_4267	tig00000034	4102	0	NA	Enterococcus faecium strain JH95 plasmid pJS42, complete sequence	1.01	97.867	no	NA
4891	N166_BC04	p_5468	tig00002016	3760	1	CatA;	Staphylococcus pseudintermedius strain 081661 plasmid unnamed1, complete sequence	1.005	93.172	no	NA
4892	N166_BC04	p_5469	tig00002015	3756	1	CatA;	Staphylococcus pseudintermedius strain 081661 plasmid unnamed1, complete sequence	0.963	93.538	no	NA
4893	N156_BC10	p_4270	tig00000030	4518	0	NA	Enterococcus faecium strain ISMMS VRE 12 plasmid p4 ISMMS VRE12, complete sequence	0.76	91.069	no	NA
4894	N218_BC09	p_3083	tig00000081	2975	0	NA	Staphylococcus aureus plasmid SAP070A, complete sequence	1.012	98.56	no	NA
4895	N173_BC03	p_5472	tig00000052	24704	1	MphC;	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	0.999	99.106	no	NA
4896	N173_BC03	p_5473	tig00000099	20748	2	TetK;BlaZ;	Staphylococcus aureus plasmid SAP063A, complete sequence	0.715	96.718	no	NA
4897	N218_BC09	p_3086	tig00000041	138896	0	NA	Acinetobacter pittii strain WCHAP005046 plasmid p1 005046, complete sequence	0.547	94.819	no	NA
4898	N153_BC10	p_3484	tig00000305	4642	0	NA	Uncultured organism plasmid pK5, complete sequence	0.568	96.193	no	NA
4899	N158_BC06	p_5475	tig00006347	2411	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.033	96.184	no	NA
4900	N187_BC04	p_5217	tig00000088	3757	1	CatA;	Staphylococcus aureus plasmid pOC160-2 DNA, complete sequence, strain: OC160	1.009	98.98	no	NA
4901	N240_BC08	p_4278	tig00000170	2496	0	NA	Staphylococcus aureus plasmid SAP052A, complete sequence	1.007	80.535	no	NA
4902	N171_BC04	p_5863	tig00000043	3207	0	NA	Enterobacter cloacae strain CAV1311 plasmid pCAV1311-3223, complete sequence	1.009	98.292	no	NA
4903	N102_BC05	p_3878	tig00000027	6290	0	NA	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	0.599	92.438	no	NA
4904	N158_BC06	p_5482	tig00000084	31924	1	TetL;	Staphylococcus simulans strain FDAARGOS 383 plasmid unnamed, complete sequence	0.51	92.014	no	NA
4905	N135_BC08	p_3095	tig00000000	2950	0	NA	Staphylococcus aureus strain RIVM4296 plasmid pRIVM4296, complete sequence	1.016	98.275	no	NA
4906	N234_BC01	p_4684	tig00000096	3515	0	NA	Staphylococcus aureus strain USA300-SUR15 plasmid pUSA07-1-SUR15, complete sequence	1.013	98.391	no	NA
4907	N188_BC12	p_3097	tig00000164	2440	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.023	97.49	no	NA
4908	N169_BC03	p_5486	tig00001356	33656	0	NA	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.989	94.505	no	NA
4909	N240_BC08	p_4286	tig00006195	97643	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p101287, complete sequence	0.264	93.49	no	NA
4910	N211_BC03	p_5487	tig00000323	4647	0	NA	Uncultured organism plasmid pK5, complete sequence	0.714	96.101	no	NA
4911	N168_BC04	p_5871	tig00000339	3539	0	NA	Staphylococcus aureus strain USA300-SUR15 plasmid pUSA07-1-SUR15, complete sequence	0.97	99.019	no	NA
4912	N221_BC10	p_5873	tig00000111	122182	0	NA	Bacillus cereus strain MLY1 plasmid pMLY1.1, complete sequence	0.415	87.676	no	NA
4913	N208_BC11	p_4821	tig00001025	6566	0	NA	Staphylococcus simulans strain FDAARGOS 383 plasmid unnamed, complete sequence	0.705	93.532	no	NA
4914	N179_BC12	p_5098	tig00000828	97597	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p101287, complete sequence	0.267	93.229	no	NA
4915	N235_BC03	p_4292	tig00000532	2433	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.02	97.568	no	NA
4916	N132_BC07	p_4695	tig00000001	5936	1	VgaA;	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	1.01	98.179	no	NA
4917	N217_BC12	p_5103	tig00000066	238157	2	MphA;SHV-OKP-LEN;	Enterobacter cloacae strain N1863 plasmid pN1863-HI2, complete sequence	0.916	98.784	no	NA
4918	N199_BC11	p_3505	tig00000324	2506	1	ErmC;	Staphylococcus simulans erythromycin resistance plasmid pPV142 rRNA N-6-methyltransferase (ermM) and replication protein (rep) genes, complete cds	1.013	97.982	no	NA
4919	N190_BC07	p_5105	tig00000111	21051	1	BlaZ;	Staphylococcus epidermidis plasmid SAP106A, complete sequence	0.494	95.964	no	NA
4920	N132_BC07	p_4699	tig00000000	6547	0	NA	Staphylococcus simulans strain FDAARGOS 383 plasmid unnamed, complete sequence	0.609	93.727	no	NA
4921	N207_BC05	p_5499	tig00000373	4648	0	NA	Uncultured organism plasmid pK5, complete sequence	0.609	96.194	no	NA
4922	N162_BC02	p_4300	tig00000169	60831	0	NA	Enterococcus faecium plasmid pMG1 DNA, complete sequence	0.925	98.244	no	NA
4923	N232_BC10	p_3114	tig00000559	4538	0	NA	Staphylococcus aureus chloramphenicol resistance plasmid pKH7, complete sequence	0.543	85.929	no	NA
4924	N236_BC09	p_3903	tig00000107	107062	0	NA	Bacillus thuringiensis HD1002 plasmid 4, complete sequence	1.005	99.268	no	NA
4925	N236_BC09	p_3904	tig00000091	234512	0	NA	Bacillus thuringiensis HD-789 plasmid pBTHD789-2, complete sequence	1.004	99.578	no	NA
4926	N222_BC08	p_5504	tig00000321	6162	0	NA	Enterococcus faecium plasmid pB82 bacA, bacB, mobC, mobA, orf5, orf6, repA, repB, orf9 genes for bacteriocin precursor, hypothetical protein, mobilization protein, mobilization protein, hypothetical protein, hypothetical protein, replication protein, replication protein, hypothetical protein, complete cds	1.011	98.596	no	NA
4927	N144_BC08	p_5888	tig00000430	20592	1	Aac6-Aph2;	Staphylococcus epidermidis plasmid pSK105, complete sequence	1.013	97.949	no	NA
4928	N144_BC08	p_5889	tig00000126	5973	1	VgaA;	Staphylococcus aureus strain C2355 plasmid pUR2355, complete sequence	0.956	98.205	no	NA
4929	N214_BC10	p_5507	tig00000019	2996	0	NA	Staphylococcus aureus subsp. aureus LGA251 plasmid pLGA251 complete sequence	1.01	94.447	no	NA
4930	N143_BC08	p_3121	tig00000050	43813	0	NA	Staphylococcus aureus plasmid pSK156, complete sequence	0.393	93.724	no	NA
4931	N162_BC02	p_4309	tig00000082	97100	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p101287, complete sequence	0.282	93.233	no	NA
4932	N123_BC11	p_5893	tig00000002	134948	7	SHV-OKP-LEN;CatBx;AacAad;QnrB;Aac3-IIa;OXA-1;TetA;	Klebsiella pneumoniae strain RJ119 plasmid pRJ119-NDM1, complete sequence	0.923	98.388	no	NA
4933	N140_BC11	p_4713	tig00000035	2419	0	NA	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.031	96.634	no	NA
4934	N232_BC05	p_3125	tig00000065	283702	2	MphA;SHV-OKP-LEN;	Enterobacter cloacae strain N1863 plasmid pN1863-HI2, complete sequence	0.881	98.659	no	NA
4935	N238_BC03	p_4715	tig00010377	3124	0	NA	Bacillus cereus strain CC-1 plasmid p2, complete sequence	0.932	98.456	no	NA
4936	N230_BC02	p_5897	tig00004428	54826	0	NA	Enterococcus sp. FDAARGOS 375 plasmid unnamed1, complete sequence	0.852	98.325	no	NA
4937	N238_BC04	p_3524	tig00000041	2343	0	NA	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.02	97.313	no	NA
4938	N238_BC04	p_3525	tig00000050	4948	1	TetK;	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.703	89.934	no	NA
4939	N121_BC08	p_4453	tig00000030	20377	2	MphC;MsrA;	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	0.99	98.809	no	NA
4940	N238_BC04	p_3527	tig00000049	6694	0	NA	Uncultured organism plasmid pK5, complete sequence	0.337	94.99	no	NA
4941	N217_BC07	p_3132	tig00000089	4955	1	TetK;	Staphylococcus aureus strain JY22 plasmid pKH17, complete sequence	0.657	96.912	no	NA
4942	N118_BC04	p_4722	tig00000002	13637	1	Tet-39;	Acinetobacter baumannii strain AB20C15 plasmid pIBAC oxa58 20C15, complete sequence	0.487	95.48	no	NA
4943	N121_BC08	p_4457	tig00000111	27343	2	CatA;BlaZ;	Staphylococcus aureus TY825 plasmid pETB DNA, complete sequence	0.569	94.833	no	NA
4944	N219_BC09	p_5522	tig00000228	3021	0	NA	Staphylococcus aureus plasmid pKH3, complete sequence	1.012	95.724	no	NA
4945	N193_BC04	p_5905	tig00002788	2499	0	NA	Staphylococcus aureus plasmid SAP052A, complete sequence	1.024	80.257	no	NA
4946	N122_BC08	p_3923	tig00000048	73064	0	NA	Bacillus thuringiensis Bt407 plasmid BTB 78p, complete sequence	0.759	97.33	no	NA
4947	N223_BC07	p_4728	tig00000139	2437	0	NA	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.026	97.335	no	NA
4948	N186_BC12	p_4326	tig00029473	2444	1	ErmC;	Staphylococcus aureus plasmid pSWS371, isolate MRSA37, complete sequence	0.999	97.97	no	NA
4949	N186_BC12	p_4327	tig00000361	5199	1	TetK;	Staphylococcus aureus plasmid pTZ4 DNA, complete sequence	0.8	86.918	no	NA
4950	N237_BC09	p_5137	tig00000089	61127	0	NA	Enterococcus faecium strain E745 plasmid pl6, complete sequence	0.96	98.663	no	NA
4951	N197_BC05	p_5915	tig00000415	68736	0	NA	Acinetobacter schindleri strain SGAir0122 plasmid pSGAir0122, complete sequence	0.852	98.628	no	NA
4952	N155_BC11	p_5530	tig00000034	33550	0	NA	Staphylococcus epidermidis plasmid SAP107A, complete sequence	0.965	89.817	no	NA
4953	N125_BC08	p_4331	tig00000040	21424	1	BlaZ;	Staphylococcus aureus plasmid SAP064A, complete sequence	0.934	97.28	no	NA
4954	N098_BC10	p_5531	tig00000001	109879	0	NA	Acinetobacter baumannii strain ABNIH28 plasmid pABA-1fe1, complete sequence	0.943	97.955	no	NA
4955	N176_BC11	p_5532	tig00001790	2414	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.035	95.502	no	NA
4956	N134_BC01	p_3546	tig00000032	54917	0	NA	Enterococcus faecalis strain sorialis plasmid Efsorialis-p2, complete sequence	0.413	96.034	no	NA
4957	N192_BC09	p_4335	tig00000285	22532	0	NA	Staphylococcus epidermidis strain SP1 plasmid pSP01, complete sequence	0.664	94.084	no	NA
4958	N134_BC05	p_5666	tig00000138	2932	0	NA	Staphylococcus aureus plasmid SAP070A, complete sequence	1.024	97.601	no	NA
4959	N134_BC02	p_4739	tig00000006	38301	4	Ant6-Ia;Sat4A;Aph3-III;ErmB;	Enterococcus faecalis strain CLB21560 plasmid pB, complete sequence	0.982	98.697	no	NA
4960	N209_BC05	p_4478	tig00000158	8134	0	NA	Bacillus thuringiensis Bt407 plasmid BTB 8p, complete sequence	1.015	98.011	no	NA
4961	N176_BC11	p_5539	tig00000017	5003	0	NA	Staphylococcus aureus strain JY10 plasmid pKH16, complete sequence	0.691	92.855	no	NA
4962	N131_BC11	p_4340	tig00000019	30006	0	NA	Staphylococcus epidermidis isolate BPH0662 genome assembly, plasmid: 2	0.773	98.23	no	NA
4963	N147_BC03	p_4744	tig00000141	6755	0	NA	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	0.681	94.656	no	NA
4964	N131_BC11	p_4342	tig00000023	6517	0	NA	Staphylococcus simulans strain FDAARGOS 383 plasmid unnamed, complete sequence	0.638	93.678	no	NA
4965	N106_BC09	p_5543	tig00000002	33495	0	NA	Staphylococcus epidermidis plasmid SAP107A, complete sequence	0.945	93.976	no	NA
4966	N220_BC11	p_3158	tig00000414	2435	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.02	97.746	no	NA
4967	N220_BC11	p_3159	tig00000709	4409	0	NA	Staphylococcus aureus subsp. aureus strain ST20071176 plasmid pT45, complete sequence	1.002	98.652	no	NA
4968	N220_BC11	p_3160	tig00000317	31740	0	NA	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.993	93.916	no	NA
4969	N220_BC11	p_3161	tig00008100	4080	0	NA	Staphylococcus epidermidis plasmid SAP108C, complete sequence	0.848	93.688	no	NA
4970	N107_BC12	p_4348	tig00000023	8365	2	CatA;Aac6-Aph2;	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	0.63	96.302	no	NA
4971	N179_BC05	p_5161	tig00000160	4987	1	TetK;	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.713	90.99	no	NA
4972	N105_BC11	p_4351	tig00000011	5926	1	VgaA;	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	1.022	97.28	no	NA
4973	N124_BC02	p_3165	tig00000011	12576	1	MsrA;	Staphylococcus aureus subsp. aureus strain 5118.N plasmid p5118.Nb, complete sequence	0.848	95.167	no	NA
4974	N100_BC09	p_4757	tig00000001	52782	0	NA	Enterococcus faecalis 62 plasmid EF62pC, complete sequence	0.669	94.524	no	NA
4975	N189_BC07	p_5165	tig00000100	33485	1	MsrA;	Staphylococcus epidermidis isolate BPH0662 genome assembly, plasmid: 2	0.627	97.821	no	NA
4976	N124_BC02	p_3169	tig00000020	30621	1	BlaZ;	Staphylococcus epidermidis plasmid SAP107A, complete sequence	0.468	97.633	no	NA
4977	N125_BC06	p_5945	tig00000021	17982	1	BlaZ;	Staphylococcus epidermidis strain DAR1907 plasmid unnamed2, complete sequence	0.851	96.649	no	NA
4978	N179_BC02	p_5556	tig00000437	2431	1	ErmC;	Staphylococcus aureus plasmid pSWS371, isolate MRSA37, complete sequence	1.016	97.665	no	NA
