Species_name	Nanopore_ID	Genome_ID	Sequence_size	N50	AR_gene_list	Genome_quality	novel	clusters
1848	Bacillus thuringiensis	N204_BC04	s_1993	5972205	373202		HIGH_QUAL	no	NA
1849	Bacillus thuringiensis	N111_BC02	s_1849	5016294	2045861	BLA;	HIGH_QUAL	no	NA
1850	Pseudomonas aeruginosa	N199_BC12	s_4074	6575854	6510619	OXA-50;CatB7;Aph3-IIb;	HIGH_QUAL	no	NA
1851	Bacillus thuringiensis	N172_BC11	s_1920	5267748	5215466	BLA;	HIGH_QUAL	no	NA
1852	Bacillus thuringiensis	N218_BC08	s_2061	6193722	1415437	BLA;	HIGH_QUAL	no	NA
1853	Bacillus thuringiensis	N236_BC09	s_2163	5565499	5019077	BLA;	HIGH_QUAL	no	NA
1854	Bacillus thuringiensis	N133_BC03	s_1875	5597403	5262703	BLA;	HIGH_QUAL	no	NA
1855	Bacillus thuringiensis	N186_BC08	s_1944	4791262	201979		HIGH_QUAL	no	NA
1856	Bacillus thuringiensis	N227_BC03	s_2112	4702986	88260	BLA;	MEDIUM_QUAL	no	NA
1857	Bacillus thuringiensis	N161_BC10	s_1903	4382150	183000	BLA;	MEDIUM_QUAL	no	NA
1858	Bacillus thuringiensis	N229_BC01	s_2120	5436180	5167937	BLA;	HIGH_QUAL	no	NA
1859	Bacillus thuringiensis	N170_BC08	s_1915	6424537	1481168	BLA;	MEDIUM_QUAL	no	NA
1860	Bacillus thuringiensis	N186_BC07	s_1943	4357831	220153	BLA;	MEDIUM_QUAL	no	NA
1861	Bacillus thuringiensis	N223_BC06	s_2090	5338946	2789993	BLA;	HIGH_QUAL	no	NA
1862	Bacillus thuringiensis	N218_BC09	s_2062	5257453	5205272	BLA;	HIGH_QUAL	no	NA
1863	Bacillus thuringiensis	N208_BC08	s_2013	5301165	324172		HIGH_QUAL	no	NA
1864	Bacillus thuringiensis	N223_BC12	s_2093	5304005	373737	BLA;	HIGH_QUAL	no	NA
1865	Bacillus thuringiensis	N222_BC04	s_2081	6340243	788938	BLA;	MEDIUM_QUAL	no	NA
1866	Staphylococcus lugdunensis	N152_BC07	s_7036	1580980	33812		MEDIUM_QUAL	no	NA
1867	Bacillus thuringiensis	N213_BC03	s_2035	5530624	634973	BLA;	HIGH_QUAL	no	NA
1868	Bacillus thuringiensis	N227_BC08	s_2113	4450453	114396	BLA;	MEDIUM_QUAL	no	NA
1869	Bacillus thuringiensis	N178_BC10	s_1932	4872279	264075	BLA;	HIGH_QUAL	no	NA
1870	Bacillus thuringiensis	N204_BC12	s_1997	5623059	5278183	BLA;	HIGH_QUAL	no	NA
1871	Staphylococcus lugdunensis	N145_BC05	s_7033	2524281	162664	BlaZ;	HIGH_QUAL	no	NA
1872	Bacillus thuringiensis	N229_BC08	s_2124	5403941	5330764	BLA;	HIGH_QUAL	no	NA
1873	Bacillus thuringiensis	N182_BC06	s_1937	4921527	210550	BLA;	HIGH_QUAL	no	NA
1874	Staphylococcus lugdunensis	N212_BC10	s_7070	1385422	72611	Far1;	MEDIUM_QUAL	no	NA
1875	Bacillus thuringiensis	N145_BC07	s_1883	5732625	461735	BLA;	HIGH_QUAL	no	NA
1876	Bacillus thuringiensis	N144_BC01	s_1881	3403312	668466		MEDIUM_QUAL	no	NA
1877	Bacillus thuringiensis	N216_BC09	s_2055	5518851	5464083	BLA;	HIGH_QUAL	no	NA
1878	Bacillus thuringiensis	N237_BC07	s_2167	5751510	454407	BLA;	HIGH_QUAL	no	NA
1879	Bacillus thuringiensis	N218_BC06	s_2060	5547876	573619		HIGH_QUAL	no	NA
1880	Bacillus thuringiensis	N194_BC06	s_1966	5200482	4133221	BLA;	HIGH_QUAL	no	NA
1881	Bacillus thuringiensis	N195_BC09	s_1970	5454786	349958	BLA;	HIGH_QUAL	no	NA
1882	Bacillus thuringiensis	N224_BC11	s_2099	4164062	730506	BLA;	MEDIUM_QUAL	no	NA
1883	Bacillus thuringiensis	N240_BC04	s_2179	5392408	3809232	BLA;	HIGH_QUAL	no	NA
1884	Bacillus thuringiensis	N177_BC02	s_1930	3822579	571089	BLA;	MEDIUM_QUAL	no	NA
1885	Bacillus thuringiensis	N200_BC08	s_1981	4510244	137341	BLA;	MEDIUM_QUAL	no	NA
1886	Bacillus thuringiensis	N132_BC04	s_1873	4725589	264529	BLA;	HIGH_QUAL	no	NA
1887	Bacillus thuringiensis	N192_BC03	s_1958	4362937	1453521	BLA;	MEDIUM_QUAL	no	NA
1888	Stenotrophomonas maltophilia	N196_BC01	s_7312	4744804	4697700	Aac6-Iz;	HIGH_QUAL	no	NA
1889	Bacillus thuringiensis	N236_BC02	s_2160	2629284	544420		MEDIUM_QUAL	no	NA
1890	Bacillus thuringiensis	N222_BC09	s_2083	6263077	5619181	BLA;	HIGH_QUAL	no	NA
1891	Bacillus thuringiensis	N224_BC04	s_2096	5403636	5279090	BLA;	HIGH_QUAL	no	NA
1892	Bacillus thuringiensis	N233_BC10	s_2149	5145632	1379048	BLA;	HIGH_QUAL	no	NA
1893	Bacillus thuringiensis	N220_BC09	s_2071	5663698	326852	BLA;	HIGH_QUAL	no	NA
1894	Bacillus thuringiensis	N177_BC01	s_1929	3930754	356721	BLA;	MEDIUM_QUAL	no	NA
1895	Bacillus thuringiensis	N221_BC10	s_2078	5632866	1698861	BLA;	HIGH_QUAL	no	NA
1896	Bacillus thuringiensis	N192_BC02	s_1957	5321804	5268986	BLA;	HIGH_QUAL	no	NA
1897	Bacillus thuringiensis	N201_BC10	s_1984	3508174	486059	BLA;	MEDIUM_QUAL	no	NA
1898	Bacillus thuringiensis	N151_BC02	s_1886	4300246	329249	BLA;	MEDIUM_QUAL	no	NA
1899	Enterobacter cloacae	N212_BC01	s_3161	5204419	3231612	ACT-MIR;StrB;StrA;AadA;CTX-M-1;OXA-1;SulII;CatBx;TEM-1D;AacAad;Aac3-IIa;QnrB;CatA1;DfrA5;TetA;	HIGH_QUAL	no	NA
1900	Serratia marcescens	N100_BC05	s_4391	5559980	5504804	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1901	Serratia marcescens	N123_BC08	s_4400	5341934	5288916	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1902	Serratia marcescens	N114_BC08	s_4394	5630849	5574972	Tet-41;Aac6-Ic;SRT-SST;	MEDIUM_QUAL	no	NA
1903	Serratia marcescens	N123_BC11	s_4401	5302961	5250330	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1904	Serratia marcescens	N100_BC04	s_4390	5571684	5516393	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1905	Serratia marcescens	N164_BC08	s_4423	5549424	5494351	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1906	Enterobacter cloacae	N233_BC09	s_3171	2673388	2621590	ACT-MIR;FosA2;	MEDIUM_QUAL	no	NA
1907	Enterobacter cloacae	N140_BC04	s_3152	5158094	4759160	ACT-MIR;StrB;SulII;CTX-M-1;TEM-1D;CatBx;StrA;OXA-1;OXA-1;CatA1;AacAad;AacAad;AadA;AadA;CatBx;QnrB;CatA1;DfrA5;Aac3-IIa;Aac3-IIa;TetA;	HIGH_QUAL	no	NA
1908	Serratia marcescens	N123_BC06	s_4399	5589929	5534456	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1909	Serratia marcescens	N253_barcode21	s_4479	4925429	4806151	NONE	HIGH_QUAL	no	NA
1910	Serratia marcescens	N209_BC11	s_4450	5094421	5043854	SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1911	Serratia marcescens	N175_BC09	s_4435	5620393	4418193	SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1912	Serratia marcescens	N157_BC12	s_4414	5672427	5616137	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1913	Serratia marcescens	N142_BC09	s_4406	5432655	5378739	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1914	Acinetobacter sp.	N197_BC05	s_550	1871622	35280		MEDIUM_QUAL	no	NA
1915	Serratia marcescens	N228_BC03	s_4470	5161252	2065274	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1916	Serratia marcescens	N216_BC12	s_4458	5576303	5506812	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1917	Acinetobacter sp.	N132_BC05	s_540	3304548	3271703		HIGH_QUAL	no	NA
1918	Acinetobacter sp.	N117_BC12	s_535	3725905	832383		HIGH_QUAL	no	NA
1919	Serratia marcescens	N235_BC05	s_4476	3264849	1813575	SRT-SST;	MEDIUM_QUAL	no	NA
1920	Serratia marcescens	N191_BC11	s_4437	5401119	5271384	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1921	Serratia marcescens	N163_BC08	s_4418	5403539	5349911	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1922	Serratia marcescens	N213_BC05	s_4453	5649953	5593886	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1923	Serratia marcescens	N164_BC07	s_4422	5316407	5241182	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1924	Acinetobacter sp.	N117_BC10	s_534	3472668	208107	SulII;	HIGH_QUAL	no	NA
1925	Acinetobacter sp.	N128_BC02	s_539	3323088	3290060	SulII;	HIGH_QUAL	no	NA
1926	Acinetobacter sp.	N208_BC07	s_554	3507252	928256	OXA-237;StrA;StrB;	HIGH_QUAL	no	NA
1927	Serratia marcescens	N168_BC03	s_4430	5293779	5241239	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1928	Serratia marcescens	N201_BC02	s_4442	5607982	4498251	Tet-41;Aac6-Ic;SRT-SST;	MEDIUM_QUAL	no	NA
1929	Serratia marcescens	N163_BC10	s_4420	5398716	5345135	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1930	Serratia marcescens	N146_BC05	s_4407	5619090	5563329	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1931	Serratia marcescens	N114_BC12	s_4397	5645897	5589870	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1932	Staphylococcus warneri	N223_BC11	s_7274	2316242	516943		HIGH_QUAL	no	NA
1933	Serratia marcescens	N114_BC11	s_4396	5632625	5576730	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1934	Serratia marcescens	N149_BC04	s_4410	5317127	5264355	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1935	Serratia marcescens	N164_BC09	s_4424	3342011	498779	Tet-41;SRT-SST;	MEDIUM_QUAL	no	NA
1936	Serratia marcescens	N164_BC05	s_4421	2945175	340360		MEDIUM_QUAL	no	NA
1937	Serratia marcescens	N146_BC06	s_4408	5645344	5589322	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1938	Serratia marcescens	N202_BC11	s_4445	4536056	3463625	Aac6-Ic;	HIGH_QUAL	no	NA
1939	Serratia marcescens	N139_BC06	s_4403	5083297	5032841	SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1940	Serratia marcescens	N152_BC05	s_4412	5333590	5197348	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1941	Serratia marcescens	N171_BC02	s_4432	5456977	5402820	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1942	Serratia marcescens	N232_BC05	s_4475	5451532	5364842	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1943	Staphylococcus warneri	N169_BC12	s_7251	2564990	2539468	Aac6-Aph2;Dfr;	HIGH_QUAL	no	NA
1944	Serratia marcescens	N149_BC05	s_4411	5332814	5224528	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1945	Serratia marcescens	N225_BC12	s_4465	5057541	5007339	SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1946	Serratia marcescens	N114_BC10	s_4395	5648426	5592374	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1947	Candida albicans	N195_BC11	s_2653	13366958	114368		HIGH_QUAL	no	NA
1948	Candida albicans	N232_BC08	s_2659	15311764	735550		HIGH_QUAL	no	NA
1949	Serratia marcescens	N171_BC03	s_4433	5499538	5444960	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1950	Serratia marcescens	N219_BC03	s_4462	5563455	5355124	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1951	Serratia marcescens	N170_BC12	s_4431	5463107	2871815	Aac6-Ic;Tet-41;SRT-SST;	HIGH_QUAL	no	NA
1952	Serratia marcescens	N202_BC04	s_4443	2951998	139313	SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1953	Serratia marcescens	N212_BC07	s_4452	5455996	5401849	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1954	Serratia marcescens	N142_BC07	s_4404	3784855	3713427	SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1955	Serratia marcescens	N253_barcode20	s_4478	5552710	3902077	NONE	MEDIUM_QUAL	no	NA
1956	Serratia marcescens	N142_BC08	s_4405	5465698	5383406	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1957	Candida albicans	N206_BC11	s_2655	11196423	54020		MEDIUM_QUAL	no	NA
1958	Serratia marcescens	N106_BC05	s_4392	5578022	5522668	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1959	Serratia marcescens	N215_BC11	s_4456	5679939	5623575	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1960	Serratia marcescens	N253_barcode23	s_4481	5527198	5472342	NONE	MEDIUM_QUAL	no	NA
1961	Serratia marcescens	N191_BC12	s_4438	5404301	1924926	Tet-41;SRT-SST;StrB;SulII;StrA;Aac6-Ic;	HIGH_QUAL	no	NA
1962	Serratia marcescens	N192_BC01	s_4439	5378122	5300895	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1963	Serratia marcescens	N232_BC04	s_4474	2678564	178021		MEDIUM_QUAL	no	NA
1964	Klebsiella pneumoniae	N216_BC03	s_3722	5766000	2917872	SHV-OKP-LEN;OqxB;OqxA;AmpH;DfrA1;Qnr-S;OXA-1;StrA;AadA;TetA;TetA;CTX-M-1;StrB;SulII;SulIII;CatBx;AacAad;Aph3Ia;FloR;TEM-1D;Aac3-IIa;QnrB;DfrA5;	HIGH_QUAL	no	NA
1965	Klebsiella pneumoniae	N233_BC07	s_3735	5561355	5349754	SHV-OKP-LEN;AmpH;OqxB;OqxA;OXA-1;TetA;AadA;SulIII;CatBx;AacAad;FloR;Aph3Ia;DfrA5;Aac3-IIa;QnrB;	HIGH_QUAL	no	NA
1966	Serratia marcescens	N155_BC03	s_4413	5600970	5545388	Tet-41;SRT-SST;Aac6-Ic;	MEDIUM_QUAL	no	NA
1967	Serratia marcescens	N131_BC05	s_4402	5326816	5273949	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1968	Serratia marcescens	N215_BC05	s_4455	5491803	2024958	Aac6-Ic;Tet-41;SRT-SST;	HIGH_QUAL	no	NA
1969	Serratia marcescens	N209_BC07	s_4449	5091568	5041029	SRT-SST;Aac6-Ic;	HIGH_QUAL	no	NA
1970	Klebsiella pneumoniae	N226_BC09	s_3730	3766656	142102	AmpH;	MEDIUM_QUAL	no	NA
1971	Serratia marcescens	N253_barcode24	s_4482	4925980	4799968	NONE	HIGH_QUAL	no	NA
1972	Enterococcus faecium	N110_BC11	s_3458	3064734	2849054	Spc;ErmA;Aac6-Ii;Dfr;MsrC;VanX-M;Spc;VanH-Pt;ErmA;VanA;VanS-A;VanY-A;VanR-A;	HIGH_QUAL	no	NA
1973	Enterococcus faecium	N110_BC12	s_3459	3020965	742985	Dfr;Spc;ErmA;VanX-M;VanH-Pt;VanA;VanR-A;VanY-A;Spc;Aac6-Ii;ErmA;MsrC;	HIGH_QUAL	no	NA
1974	Enterococcus faecium	N229_BC12	s_3546	2912606	2664692	Aac6-Ii;MsrC;MsrC;	HIGH_QUAL	no	NA
1975	Enterococcus faecium	N220_BC05	s_3530	1720223	52601	Aac6-Ii;	MEDIUM_QUAL	no	NA
1976	Enterococcus faecium	N181_BC01	s_3498	3071903	2882010	Spc;ErmA;Dfr;Aac6-Ii;MsrC;VanX-M;Spc;VanY-A;VanH-Pt;ErmA;VanR-A;VanA;	HIGH_QUAL	no	NA
1977	Enterococcus faecium	N179_BC08	s_3493	3124488	654286	MsrC;TetM;Dfr;Aac6-Ii;TetL;	HIGH_QUAL	no	NA
1978	Enterococcus faecium	N163_BC02	s_3484	3019376	2861188	Spc;ErmA;Aac6-Ii;MsrC;Spc;VanH-Pt;VanX-M;ErmA;VanS-A;VanY-A;VanR-A;VanA;	HIGH_QUAL	no	NA
1979	Enterococcus faecium	N160_BC03	s_3478	2946257	2916960	Spc;Aac6-Ii;ErmA;TetM;MsrC;	HIGH_QUAL	no	NA
1980	Klebsiella pneumoniae	N137_BC03	s_3693	5510649	5303091	SHV-OKP-LEN;OqxB;AmpH;OqxA;CTX-M-1;TEM-1D;StrB;StrA;Aac3-IIa;SulII;QnrB;DfrA5;	HIGH_QUAL	no	NA
1981	Enterococcus faecium	N182_BC11	s_3502	3227408	3195327	Ant6-Ia;Aph3-III;ErmB;Sat4A;TetM;	MEDIUM_QUAL	no	NA
1982	Burkholderia lata	N236_BC06	s_2529	4083625	3370266	AacAad;	HIGH_QUAL	no	NA
1983	Enterococcus faecium	N156_BC08	s_3471	2144270	48173	Dfr;MsrC;VanH-Pt;Spc;VanX-M;VanY-A;ErmA;VanA;VanS-A;	MEDIUM_QUAL	no	NA
1984	Enterococcus faecium	N171_BC07	s_3485	3019524	1853371	Aac6-Ii;MsrC;TetM;TetL;	HIGH_QUAL	no	NA
1985	Klebsiella pneumoniae	N222_BC10	s_3726	5327310	5120835	SHV-OKP-LEN;AmpH;OqxB;OqxA;	HIGH_QUAL	no	NA
1986	Klebsiella pneumoniae	N197_BC12	s_3708	5115178	311594	OqxB;OqxA;AmpH;SHV-OKP-LEN;SHV-OKP-LEN;	HIGH_QUAL	no	NA
1987	Enterococcus faecium	N173_BC06	s_3487	1806084	54668	MsrC;Aac6-Ii;	MEDIUM_QUAL	no	NA
1988	Enterococcus faecium	N238_BC05	s_3559	2511841	2486843	Aac6-Ii;MsrC;	HIGH_QUAL	no	NA
1989	Staphylococcus cohnii	N187_BC06	s_5467	2631163	2604984	BlaZ;Dfr;	HIGH_QUAL	no	NA
1990	Staphylococcus cohnii	N166_BC04	s_5448	2598762	2572904	Dfr;BlaZ;	HIGH_QUAL	no	NA
1991	Enterococcus faecium	N189_BC11	s_3511	2312627	41393	Dfr;MsrC;TetM;Aac6-Ii;TetS;TetS;	MEDIUM_QUAL	no	NA
1992	Staphylococcus cohnii	N102_BC02	s_5433	2745620	2579547		HIGH_QUAL	no	NA
1993	Enterococcus faecium	N156_BC09	s_3472	2129388	45116	Spc;VanX-M;ErmA;VanY-A;VanH-Pt;VanA;VanR-A;Spc;	MEDIUM_QUAL	no	NA
1994	Klebsiella pneumoniae	N225_BC01	s_3727	5740779	5317051	SHV-OKP-LEN;AmpH;OqxB;OqxA;DfrA1;Qnr-S;StrA;TetA;SulIII;TetA;CTX-M-1;Aph3Ia;SulII;AadA;StrB;OXA-1;FloR;TEM-1D;CatBx;Aac3-IIa;AacAad;QnrB;DfrA5;	HIGH_QUAL	no	NA
1995	Staphylococcus cohnii	N235_BC01	s_5485	2648111	2568600		HIGH_QUAL	no	NA
1996	Enterococcus faecium	N179_BC09	s_3494	2938905	1610221	Dfr;TetM;Aac6-Ii;MsrC;	HIGH_QUAL	no	NA
1997	Enterococcus faecium	N107_BC06	s_3453	2911153	2422110	Aac6-Ii;TetM;MsrC;	HIGH_QUAL	no	NA
1998	Enterococcus faecium	N226_BC06	s_3539	2890841	1839024	TetL;Aac6-Ii;Dfr;MsrC;TetM;	HIGH_QUAL	no	NA
1999	Enterococcus faecium	N216_BC06	s_3528	1459073	78976	Aac6-Ii;	MEDIUM_QUAL	no	NA
2000	Enterococcus faecium	N215_BC10	s_3527	2013113	44731	VanS-A;VanY-A;VanX-M;Aac6-Aph2;VanH-Pt;VanA;VanR-A;MsrC;	MEDIUM_QUAL	no	NA
2001	Enterococcus faecium	N229_BC11	s_3545	2646414	2539362	Aac6-Ii;MsrC;	HIGH_QUAL	no	NA
2002	Enterococcus faecium	N226_BC08	s_3541	2906268	2728872	Aac6-Ii;TetL;Dfr;MsrC;TetM;	HIGH_QUAL	no	NA
2003	Acinetobacter pittii	N148_BC12	s_479	3928497	3889474	Mbl;ADC;BlaA1;	HIGH_QUAL	no	NA
2004	Enterococcus faecium	N110_BC09	s_3456	2069942	27522	Aac6-Ii;MsrC;Spc;ErmA;	MEDIUM_QUAL	no	NA
2005	Acinetobacter pittii	N216_BC02	s_505	4038767	3907760	Mbl;ADC;BlaA1;	HIGH_QUAL	no	NA
2006	Enterococcus faecium	N154_BC05	s_3468	2802233	2270656	TetL;ErmB;ErmC;Aac6-Ii;Dfr;TetL;LinB;TetM;TetM;Dfr;Dfr;Dfr;MsrC;	HIGH_QUAL	no	NA
2007	Enterococcus faecium	N110_BC10	s_3457	3021916	2570385	VanX-M;VanH-Pt;Spc;VanY-A;VanS-A;VanR-A;ErmA;VanA;Dfr;MsrC;Aac6-Ii;	HIGH_QUAL	no	NA
2008	Enterococcus faecium	N145_BC01	s_3462	1491021	26802	Aac6-Aph2;ErmA;Spc;MsrC;TetM;Aac6-Ii;	MEDIUM_QUAL	no	NA
2009	Enterococcus faecium	N199_BC08	s_3521	3252466	3220136	Ant6-Ia;Aph3-III;ErmB;Sat4A;TetM;	MEDIUM_QUAL	no	NA
2010	Enterococcus faecium	N173_BC09	s_3489	2985349	2928756	Spc;ErmA;Aac6-Ii;TetM;MsrC;	HIGH_QUAL	no	NA
2011	Enterococcus sp.	N233_BC08	s_3616	1463129	98472	VanC2-4;VanXYc;VanSc;VanRc;VanTc;	MEDIUM_QUAL	no	NA
2012	Enterococcus faecium	N223_BC09	s_3535	1767092	42996	MsrC;	MEDIUM_QUAL	no	NA
2013	Enterococcus faecium	N193_BC02	s_3515	2940182	477418	TetM;MsrC;Aac6-Ii;Aac6-Ii;	HIGH_QUAL	no	NA
2014	Enterococcus sp.	N112_BC03	s_3594	2999709	1761600	VanC2-4;VanXYc;VanRc;VanSc;VanTc;	HIGH_QUAL	no	NA
2015	Enterococcus faecium	N199_BC07	s_3520	3231711	3199588	Ant6-Ia;Aph3-III;Sat4A;ErmB;TetM;	MEDIUM_QUAL	no	NA
2016	Enterococcus sp.	N172_BC07	s_3598	3264564	2448254	TetM;VanT;VanC1;VanR-C;VanS-C;VanX-Yc;	HIGH_QUAL	no	NA
2017	Enterococcus faecium	N186_BC11	s_3508	3172613	186879	Dfr;Aac6-Ii;VanX-M;VanY-A;VanH-Pt;VanR-A;VanA;Spc;Spc;ErmA;MsrC;	MEDIUM_QUAL	no	NA
2018	Enterococcus faecium	N205_BC05	s_3524	2916653	2887649	Aac6-Ii;Spc;ErmA;TetM;MsrC;	HIGH_QUAL	no	NA
2019	Enterococcus faecium	N226_BC04	s_3538	2886910	432678	TetL;LinB;ErmB;TetM;ErmC;TetL;TetM;Dfr;Aac6-Ii;Dfr;MsrC;	HIGH_QUAL	no	NA
2020	Enterococcus faecium	N227_BC10	s_3543	3182464	2431911	Spc;ErmA;Aac6-Ii;MsrC;Dfr;VanX-M;Spc;VanH-Pt;ErmA;VanY-A;VanR-A;VanA;	MEDIUM_QUAL	no	NA
2021	Enterococcus faecium	N161_BC09	s_3481	3003980	204858	ErmA;Spc;Aac6-Ii;MsrC;TetM;	HIGH_QUAL	no	NA
2022	Pseudomonas stutzeri	N173_BC11	s_4276	2172924	39589		MEDIUM_QUAL	no	NA
2023	Pseudomonas stutzeri	N131_BC06	s_4264	4108963	155328		HIGH_QUAL	no	NA
2024	Enterococcus faecium	N237_BC09	s_3557	3087569	2197154	Dfr;MsrC;Spc;Aac6-Ii;ErmA;CatA;Aac6-Aph2;VanX-M;Spc;VanH-Pt;ErmA;VanY-A;VanA;VanR-A;	HIGH_QUAL	no	NA
2025	Pseudomonas stutzeri	N200_BC06	s_4288	4777700	600696		HIGH_QUAL	no	NA
2026	Enterococcus faecium	N197_BC10	s_3517	3103509	130545	Dfr;Aac6-Ii;MsrC;TetM;	HIGH_QUAL	no	NA
2027	Enterococcus faecium	N189_BC12	s_3512	3177001	130984	VanX-M;VanH-Pt;VanS-A;VanR-A;VanA;VanY-A;TetL;ErmC;TetM;TetM;Dfr;MsrC;Aac6-Ii;	MEDIUM_QUAL	no	NA
2028	Pseudomonas stutzeri	N222_BC01	s_4302	4522539	4477636		HIGH_QUAL	no	NA
2029	Staphylococcus pasteuri	N136_BC05	s_7119	2364490	2340954		HIGH_QUAL	no	NA
2030	Staphylococcus pasteuri	N136_BC10	s_7121	2575068	2549447		HIGH_QUAL	no	NA
2031	Enterococcus faecium	N226_BC12	s_3542	3102723	1836206	Dfr;VanX-M;Spc;VanH-Pt;VanY-A;ErmA;VanR-A;VanA;Spc;ErmA;Aac6-Ii;MsrC;	HIGH_QUAL	no	NA
2032	Enterococcus faecium	N162_BC02	s_3482	2968159	723367	Dfr;TetM;Aac6-Ii;MsrC;	HIGH_QUAL	no	NA
2033	Staphylococcus pasteuri	N221_BC07	s_7152	1588709	1572854		MEDIUM_QUAL	no	NA
2034	Staphylococcus pasteuri	N135_BC07	s_7118	2629876	2603711		HIGH_QUAL	no	NA
2035	Elizabethkingia anophelis	N196_BC08	s_2959	4288754	4233683	GOB-1;B-1;CME-1;	HIGH_QUAL	no	NA
2036	Elizabethkingia anophelis	N170_BC07	s_2942	4312545	4269720	GOB-1;B-1;	HIGH_QUAL	no	NA
2037	Elizabethkingia anophelis	N123_BC07	s_2907	4249815	4207611	GOB-1;B-1;CME-1;	HIGH_QUAL	no	NA
2038	Elizabethkingia anophelis	N186_BC05	s_2955	4243399	2495732	GOB-1;B-1;CME-1;	HIGH_QUAL	no	NA
2039	Elizabethkingia anophelis	N255_barcode24	s_2983	4287918	4245331	NONE	HIGH_QUAL	no	NA
2040	Pseudomonas stutzeri	N232_BC12	s_4311	4966500	4568418		MEDIUM_QUAL	no	NA
2041	Elizabethkingia anophelis	N253_barcode18	s_2976	4352690	4264746	NONE	HIGH_QUAL	no	NA
2042	Elizabethkingia anophelis	N180_BC03	s_2945	4276708	4234237	GOB-1;B-1;CME-1;	HIGH_QUAL	no	NA
2043	Elizabethkingia anophelis	N170_BC05	s_2940	4305378	4262625	B-1;GOB-1;	HIGH_QUAL	no	NA
2044	Elizabethkingia anophelis	N141_BC09	s_2915	4246731	4204557	GOB-1;B-1;CME-1;	HIGH_QUAL	no	NA
2045	Elizabethkingia anophelis	N151_BC11	s_2923	4253803	4198143	GOB-1;CME-1;B-1;	HIGH_QUAL	no	NA
2046	Pseudomonas stutzeri	N145_BC11	s_4273	4609643	4563875		HIGH_QUAL	no	NA
2047	Elizabethkingia anophelis	N237_BC03	s_2971	3267860	115561	GOB-1;CME-1;	MEDIUM_QUAL	no	NA
2048	Paenibacillus sp.	N207_BC01	s_3965	7104915	1809330		HIGH_QUAL	no	NA
2049	Serratia sp.	N253_barcode22	s_4550	3630635	3594558	NONE	HIGH_QUAL	no	NA
2050	Serratia sp.	N202_BC04	s_4526	1712270	80231		HIGH_QUAL	no	NA
