genomeID	lib	Species	length	n50	genome_quality	Illumina_Library_ID	Sample_ID.x	Culturing_Sample_ID	Antibiotics	Sample_ID.y	Cubicle_room	Sample_type	Material	Human_Traffic	timept	Room_type	bed_number
s_1042	N219_BC02	Bacillus_cereus	5556879	5501733	HIGH_QUAL	WEE076	HMST004_02	HMST006_02	BHI	HMST004	Cubicle_2	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_4175	N219_BC03	Serratia_marcescens	5563455	5355124	MEDIUM_QUAL	WEE247	HMP039_02	HMP041_02	BHI	HMP039	Room_4	Pulse_Oxymeter	Rubber	Empty	2	Isolation_rooms	NA
s_1043	N219_BC04	Bacillus_cereus	5523258	5450475	HIGH_QUAL	WEE374	HMBR091_02	HMBR093_02	BHI	HMBR091	Cubicle_3	Bed_Rail	Metal	Empty	2	Non-cohort_cubicles	1
s_347	N219_BC05	Acinetobacter_calcoaceticus	4081055	4040522	MEDIUM_QUAL	WEE149	HMCT076_02	HMCT078_02	BHI	HMCT076	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	Non-cohort_cubicles	1
s_4711	N219_BC06	Staphylococcus_aureus	2809933	2749945	HIGH_QUAL	WEE168	HMBL070_02	HMBL072_02	BHI	HMBL070	Cubicle_1	Bedside_Locker	Wood	Low_(less_than_2)	2	Non-cohort_cubicles	4
s_5438	N219_BC07	Staphylococcus_epidermidis	2597085	2571245	HIGH_QUAL	WEE113	HMCT070_02	HMCT072_02	BHI	HMCT070	Cubicle_1	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Non-cohort_cubicles	4
s_6091	N219_BC07	Staphylococcus_haemolyticus	2483432	354027	HIGH_QUAL	WEE113	HMCT070_02	HMCT072_02	BHI	HMCT070	Cubicle_1	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Non-cohort_cubicles	4
s_4712	N219_BC09	Staphylococcus_aureus	1582306	90130	MEDIUM_QUAL	WEE232	HMBL049_02	HMBL051_02	BHI	HMBL049	Cubicle_4	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2
s_305	N219_BC09	Acinetobacter_baumannii	4141411	3872624	HIGH_QUAL	WEE232	HMBL049_02	HMBL051_02	BHI	HMBL049	Cubicle_4	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2
s_792	N219_BC09	Bacillus_bombysepticus	1802927	438217	MEDIUM_QUAL	WEE232	HMBL049_02	HMBL051_02	BHI	HMBL049	Cubicle_4	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2
s_5439	N219_BC10	Staphylococcus_epidermidis	2683479	2656784	HIGH_QUAL	WEE046	HMD007_02	HMD009_02	BHI	HMD007	Room_3	Door_handle-interior	Metal	Empty	2	Isolation_rooms	NA
s_3178	N219_BC10	Enterococcus_faecalis	3256157	3223792	HIGH_QUAL	WEE046	HMD007_02	HMD009_02	BHI	HMD007	Room_3	Door_handle-interior	Metal	Empty	2	Isolation_rooms	NA
s_5440	N219_BC11	Staphylococcus_epidermidis	2501748	503734	HIGH_QUAL	WEE270	HMBR055_02	HMBR057_02	BHI	HMBR055	Cubicle_4	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	4
s_6092	N219_BC11	Staphylococcus_haemolyticus	2849012	2008269	MEDIUM_QUAL	WEE270	HMBR055_02	HMBR057_02	BHI	HMBR055	Cubicle_4	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	4
s_306	N219_BC12	Acinetobacter_baumannii	4002599	2932137	HIGH_QUAL	WEE338	HMBL100_02	HMBL102_02	BHI	HMBL100	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	4
s_3624	N220_BC01	Lysinibacillus_sp.	4829938	1638999	HIGH_QUAL	WEE332	HMCT052	HMCT054	STREP	HMCT052	Cubicle_4	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	1	MDRO_cubicles	3
s_6093	N220_BC02	Staphylococcus_haemolyticus	2610820	2244449	HIGH_QUAL	WEE278	HMBL013	HMBL015	CHLOR	HMBL013	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	5
s_5441	N220_BC03	Staphylococcus_epidermidis	2810410	2138137	MEDIUM_QUAL	WEE258	HMST010_02	HMST012_02	TET	HMST010	Cubicle_4	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_3812	N220_BC03	Pseudomonas_aeruginosa	6593684	916698	HIGH_QUAL	WEE258	HMST010_02	HMST012_02	TET	HMST010	Cubicle_4	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_2408	N220_BC04	Burkholderia_lata	5594162	503672	HIGH_QUAL	WEE370	HMST039_02	HMST041_02	KAN	HMST039	Room_4	Sink_Trap	Metal	Empty	2	Isolation_rooms	NA
s_3276	N220_BC05	Enterococcus_faecium	1720223	52601	MEDIUM_QUAL	WEE225	HMBR046_02	HMBR048_02	KAN	HMBR046	Cubicle_4	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	1
s_6095	N220_BC05	Staphylococcus_haemolyticus	2660614	893416	HIGH_QUAL	WEE225	HMBR046_02	HMBR048_02	KAN	HMBR046	Cubicle_4	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	1
s_3694	N220_BC06	Paenibacillus_sp.	7228303	3908985	HIGH_QUAL	WEE157	HMBR121	HMBR123	BHI	HMBR121	Room_1	Bed_Rail	Metal	Low_(less_than_2)	1	Isolation_rooms	NA
s_4716	N220_BC07	Staphylococcus_aureus	3039840	188907	HIGH_QUAL	WEE361	HMBR088	HMBR090	BHI	HMBR088	Cubicle_2	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	5
s_2999	N220_BC08	Enterobacter_sp.	2447367	2423009	MEDIUM_QUAL	WEE175	HMCT001_02	HMCT003_02	BHI	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	1
s_2978	N220_BC08	Enterobacter_hormaechei	2310643	2026380	MEDIUM_QUAL	WEE175	HMCT001_02	HMCT003_02	BHI	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	1
s_1965	N220_BC09	Bacillus_thuringiensis	5663698	326852	HIGH_QUAL	WEE251	HMCT049	HMCT051	BHI	HMCT049	Cubicle_4	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	2
s_5003	N220_BC11	Staphylococcus_capitis	1803405	36674	MEDIUM_QUAL	WEE058	HMBL016_02	HMBL018_02	BHI	HMBL016	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	1
s_6096	N220_BC11	Staphylococcus_haemolyticus	2876774	1452069	MEDIUM_QUAL	WEE058	HMBL016_02	HMBL018_02	BHI	HMBL016	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	1
s_1504	N220_BC11	Bacillus_safensis	2315552	519706	MEDIUM_QUAL	WEE058	HMBL016_02	HMBL018_02	BHI	HMBL016	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	1
s_2814	N220_BC12	Elizabethkingia_anophelis	3432054	66927	MEDIUM_QUAL	WEE342	HMA007	HMA009	BHI	HMA007	Cubicle_3	Aerator	Metal	Empty	1	MDRO_cubicles	NA
s_101	N220_BC12	Achromobacter_sp.	6725727	569499	HIGH_QUAL	WEE342	HMA007	HMA009	BHI	HMA007	Cubicle_3	Aerator	Metal	Empty	1	MDRO_cubicles	NA
s_1050	N221_BC01	Bacillus_cereus	5237474	1627314	HIGH_QUAL	WEE347	HMP027	HMP029	BHI	HMP027	Cubicle_4	Pulse_Oxymeter	Rubber	Empty	1	Non-cohort_cubicles	NA
s_1967	N221_BC02	Bacillus_thuringiensis	4102832	2045668	MEDIUM_QUAL	WEE267	HMCT058	HMCT060	BHI	HMCT058	Cubicle_4	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	5
s_2882	N221_BC03	Elizabethkingia_genomosp.	2321356	2243664	MEDIUM_QUAL	WEE351	HMA021	HMA023	BHI	HMA021	Cubicle_2	Aerator	Metal	Empty	1	Non-cohort_cubicles	NA
s_2815	N221_BC03	Elizabethkingia_anophelis	2146539	1559135	MEDIUM_QUAL	WEE351	HMA021	HMA023	BHI	HMA021	Cubicle_2	Aerator	Metal	Empty	1	Non-cohort_cubicles	NA
s_102	N221_BC04	Achromobacter_sp.	6874564	2234213	HIGH_QUAL	WEE353	HMD013_02	HMD015_02	BHI	HMD013	Room_5	Door_handle-interior	Metal	Moderate_(2-5)	2	Isolation_rooms	NA
s_1052	N221_BC05	Bacillus_cereus	3107220	369464	MEDIUM_QUAL	WEE333	HMBL097_02	HMBL099_02	BHI	HMBL097	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	3
s_2591	N221_BC06	Chromobacterium_violaceum	3143524	1827642	MEDIUM_QUAL	WEE131	HMST001_02	HMST003_02	BHI	HMST001	Cubicle_1	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_103	N221_BC06	Achromobacter_sp.	7007364	3797043	HIGH_QUAL	WEE131	HMST001_02	HMST003_02	BHI	HMST001	Cubicle_1	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_6097	N221_BC07	Staphylococcus_haemolyticus	2727474	184536	HIGH_QUAL	WEE136	HMCT079_02	HMCT081_02	BHI	HMCT079	Cubicle_2	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Non-cohort_cubicles	2
s_6626	N221_BC07	Staphylococcus_pasteuri	1588709	1572854	MEDIUM_QUAL	WEE136	HMCT079_02	HMCT081_02	BHI	HMCT079	Cubicle_2	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Non-cohort_cubicles	2
s_5004	N221_BC07	Staphylococcus_capitis	2747385	929028	HIGH_QUAL	WEE136	HMCT079_02	HMCT081_02	BHI	HMCT079	Cubicle_2	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Non-cohort_cubicles	2
s_1970	N221_BC08	Bacillus_thuringiensis	5677261	808724	HIGH_QUAL	WEE155	HMBL004_02	HMBL006_02	BHI	HMBL004	Cubicle_1	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2
s_4719	N221_BC08	Staphylococcus_aureus	3170556	1789105	HIGH_QUAL	WEE155	HMBL004_02	HMBL006_02	BHI	HMBL004	Cubicle_1	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2
s_1971	N221_BC09	Bacillus_thuringiensis	2723643	69916	MEDIUM_QUAL	WEE104	HMBL085_02	HMBL087_02	BHI	HMBL085	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_4720	N221_BC09	Staphylococcus_aureus	2968697	2884907	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	BHI	HMBL085	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_3180	N221_BC09	Enterococcus_faecalis	3218968	2451204	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	BHI	HMBL085	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_1972	N221_BC10	Bacillus_thuringiensis	5632866	1698861	HIGH_QUAL	WEE320	HMCT094_02	HMCT096_02	BHI	HMCT094	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	2	Non-cohort_cubicles	2
s_6099	N221_BC12	Staphylococcus_haemolyticus	2717852	535641	HIGH_QUAL	WEE130	HMBR082_02	HMBR084_02	BHI	HMBR082	Cubicle_2	Bed_Rail	Metal	Empty	2	Non-cohort_cubicles	3
s_1974	N221_BC12	Bacillus_thuringiensis	4941360	455803	HIGH_QUAL	WEE130	HMBR082_02	HMBR084_02	BHI	HMBR082	Cubicle_2	Bed_Rail	Metal	Empty	2	Non-cohort_cubicles	3
s_4022	N222_BC01	Pseudomonas_stutzeri	4522539	4477636	HIGH_QUAL	WEE230	HMBL031_02	HMBL033_02	BHI	HMBL031	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	1
s_2142	N222_BC01	Bacillus_velezensis	3570415	1952005	HIGH_QUAL	WEE230	HMBL031_02	HMBL033_02	BHI	HMBL031	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	1
s_1058	N222_BC02	Bacillus_cereus	5326879	5274010	HIGH_QUAL	WEE215	HMBL058_02	HMBL060_02	BHI	HMBL058	Cubicle_4	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	5
s_5445	N222_BC04	Staphylococcus_epidermidis	2449539	225428	HIGH_QUAL	WEE221	HMBR034_02	HMBR036_02	BHI	HMBR034	Cubicle_3	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	2
s_4023	N222_BC04	Pseudomonas_stutzeri	2148567	60717	MEDIUM_QUAL	WEE221	HMBR034_02	HMBR036_02	BHI	HMBR034	Cubicle_3	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	2
s_1975	N222_BC04	Bacillus_thuringiensis	6340243	788938	MEDIUM_QUAL	WEE221	HMBR034_02	HMBR036_02	BHI	HMBR034	Cubicle_3	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	2
s_4722	N222_BC05	Staphylococcus_aureus	2971085	2918855	HIGH_QUAL	WEE065	HMBR022_02	HMBR024_02	BHI	HMBR022	Cubicle_2	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	3
s_1285	N222_BC05	Bacillus_megaterium	5231567	5011892	HIGH_QUAL	WEE065	HMBR022_02	HMBR024_02	BHI	HMBR022	Cubicle_2	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	3
s_308	N222_BC08	Acinetobacter_baumannii	3674583	290619	HIGH_QUAL	WEE263	HMCT049_02	HMCT051_02	BHI	HMCT049	Cubicle_4	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	2
s_1060	N222_BC08	Bacillus_cereus	4553919	2774066	MEDIUM_QUAL	WEE263	HMCT049_02	HMCT051_02	BHI	HMCT049	Cubicle_4	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	2
s_1977	N222_BC09	Bacillus_thuringiensis	6263077	5619181	HIGH_QUAL	WEE101	HMCT067_02	HMCT069_02	BHI	HMCT067	Cubicle_1	Cardiac_Table	Metal	Empty	2	Non-cohort_cubicles	3
s_528	N222_BC10	Acinetobacter_sp.	3423759	3389734	HIGH_QUAL	WEE154	HMBR007_02	HMBR009_02	BHI	HMBR007	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	3
s_3467	N222_BC10	Klebsiella_pneumoniae	5327310	5120835	HIGH_QUAL	WEE154	HMBR007_02	HMBR009_02	BHI	HMBR007	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	3
s_1274	N222_BC11	Bacillus_licheniformis	4178129	4136634	HIGH_QUAL	WEE370	HMST039_02	HMST041_02	BHI	HMST039	Room_4	Sink_Trap	Metal	Empty	2	Isolation_rooms	NA
s_1062	N222_BC12	Bacillus_cereus	4449094	134820	MEDIUM_QUAL	WEE273	HMCT130_02	HMCT132_02	BHI	HMCT130	Room_4	Cardiac_Table	Metal_and_Wood	Empty	2	Isolation_rooms	NA
s_309	N222_BC12	Acinetobacter_baumannii	3914332	3230515	HIGH_QUAL	WEE273	HMCT130_02	HMCT132_02	BHI	HMCT130	Room_4	Cardiac_Table	Metal_and_Wood	Empty	2	Isolation_rooms	NA
s_4728	N223_BC01	Staphylococcus_aureus	2981978	2952327	HIGH_QUAL	WEE145	HMBR013_02	HMBR015_02	BHI	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	5
s_3625	N223_BC01	Lysinibacillus_sp.	4163198	238011	MEDIUM_QUAL	WEE145	HMBR013_02	HMBR015_02	BHI	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	5
s_1063	N223_BC01	Bacillus_cereus	5502359	5447754	HIGH_QUAL	WEE145	HMBR013_02	HMBR015_02	BHI	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	5
s_6104	N223_BC02	Staphylococcus_haemolyticus	2608746	191520	HIGH_QUAL	WEE199	HMBL037_02	HMBL039_02	BHI	HMBL037	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	3
s_4729	N223_BC02	Staphylococcus_aureus	2972990	2943427	HIGH_QUAL	WEE199	HMBL037_02	HMBL039_02	BHI	HMBL037	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	3
s_1981	N223_BC02	Bacillus_thuringiensis	5159844	576787	HIGH_QUAL	WEE199	HMBL037_02	HMBL039_02	BHI	HMBL037	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	3
s_3182	N223_BC03	Enterococcus_faecalis	3300727	3254595	HIGH_QUAL	WEE201	HMBL034_02	HMBL036_02	BHI	HMBL034	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2
s_6105	N223_BC03	Staphylococcus_haemolyticus	2376015	100088	MEDIUM_QUAL	WEE201	HMBL034_02	HMBL036_02	BHI	HMBL034	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2
s_3279	N223_BC03	Enterococcus_faecium	2164642	67929	MEDIUM_QUAL	WEE201	HMBL034_02	HMBL036_02	BHI	HMBL034	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2
s_1065	N223_BC04	Bacillus_cereus	5104677	3022914	HIGH_QUAL	WEE328	HMCT115_02	HMCT117_02	BHI	HMCT115	Cubicle_4	Cardiac_Table	Metal_and_Wood	Empty	2	Non-cohort_cubicles	4
s_6106	N223_BC04	Staphylococcus_haemolyticus	2559610	2534141	HIGH_QUAL	WEE328	HMCT115_02	HMCT117_02	BHI	HMCT115	Cubicle_4	Cardiac_Table	Metal_and_Wood	Empty	2	Non-cohort_cubicles	4
s_4263	N223_BC05	Sphingomonas_sp.	3698124	3661384	HIGH_QUAL	WEE026	HMA030_02	HMA032_02	BHI	HMA030	Room_1	Aerator	Metal	Empty	2	Isolation_rooms	NA
s_4731	N223_BC06	Staphylococcus_aureus	3056054	2881965	HIGH_QUAL	WEE235	HMBL046_02	HMBL048_02	BHI	HMBL046	Cubicle_4	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	1
s_1984	N223_BC06	Bacillus_thuringiensis	5338946	2789993	HIGH_QUAL	WEE235	HMBL046_02	HMBL048_02	BHI	HMBL046	Cubicle_4	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	1
s_3183	N223_BC07	Enterococcus_faecalis	3080614	3049986	HIGH_QUAL	WEE169	HMBR010_02	HMBR012_02	BHI	HMBR010	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	4
s_4732	N223_BC07	Staphylococcus_aureus	3084016	806306	HIGH_QUAL	WEE169	HMBR010_02	HMBR012_02	BHI	HMBR010	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	4
s_6107	N223_BC08	Staphylococcus_haemolyticus	2433220	110426	HIGH_QUAL	WEE277	HMP027_02	HMP029_02	BHI	HMP027	Cubicle_4	Pulse_Oxymeter	Rubber	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_1286	N223_BC08	Bacillus_megaterium	4005502	3179110	MEDIUM_QUAL	WEE277	HMP027_02	HMP029_02	BHI	HMP027	Cubicle_4	Pulse_Oxymeter	Rubber	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_5008	N223_BC09	Staphylococcus_capitis	2011337	135101	MEDIUM_QUAL	WEE222	HMBR109_02	HMBR111_02	BHI	HMBR109	Cubicle_4	Bed_Rail	Plastic	Empty	2	Non-cohort_cubicles	2
s_5450	N223_BC09	Staphylococcus_epidermidis	2436263	73533	HIGH_QUAL	WEE222	HMBR109_02	HMBR111_02	BHI	HMBR109	Cubicle_4	Bed_Rail	Plastic	Empty	2	Non-cohort_cubicles	2
s_3281	N223_BC09	Enterococcus_faecium	1767092	42996	MEDIUM_QUAL	WEE222	HMBR109_02	HMBR111_02	BHI	HMBR109	Cubicle_4	Bed_Rail	Plastic	Empty	2	Non-cohort_cubicles	2
s_6741	N223_BC11	Staphylococcus_warneri	2316242	516943	HIGH_QUAL	WEE334	HMBR112_02	HMBR114_02	BHI	HMBR112	Cubicle_4	Bed_Rail	Plastic	Empty	2	Non-cohort_cubicles	3
s_1987	N223_BC12	Bacillus_thuringiensis	5304005	373737	HIGH_QUAL	WEE252	HMCT091_02	HMCT093_02	BHI	HMCT091	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	2	Non-cohort_cubicles	1
s_1070	N224_BC01	Bacillus_cereus	4910969	515950	HIGH_QUAL	WEE371	HMP007_02	HMP009_02	BHI	HMP007	Cubicle_3	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_4024	N224_BC02	Pseudomonas_stutzeri	4184279	151932	HIGH_QUAL	WEE257	HMCT055_02	HMCT057_02	BHI	HMCT055	Cubicle_4	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	4
s_310	N224_BC02	Acinetobacter_baumannii	3889869	3851229	HIGH_QUAL	WEE257	HMCT055_02	HMCT057_02	BHI	HMCT055	Cubicle_4	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	4
s_6111	N224_BC02	Staphylococcus_haemolyticus	2405120	303961	MEDIUM_QUAL	WEE257	HMCT055_02	HMCT057_02	BHI	HMCT055	Cubicle_4	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	4
s_4177	N224_BC03	Serratia_marcescens	5364178	5280348	HIGH_QUAL	WEE274	HMST033_02	HMST035_02	BHI	HMST033	Room_2	Sink_Trap	Metal	Empty	2	Isolation_rooms	NA
s_1990	N224_BC04	Bacillus_thuringiensis	5403636	5279090	HIGH_QUAL	WEE253	HMBR115_02	HMBR117_02	BHI	HMBR115	Cubicle_4	Bed_Rail	Plastic	Empty	2	Non-cohort_cubicles	4
s_1072	N224_BC05	Bacillus_cereus	5406090	4041231	HIGH_QUAL	WEE250	HMCT037_02	HMCT039_02	BHI	HMCT037	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	3
s_4737	N224_BC06	Staphylococcus_aureus	2961434	2931987	HIGH_QUAL	WEE227	HMBR031_02	HMBR033_02	BHI	HMBR031	Cubicle_3	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	1
s_4025	N224_BC06	Pseudomonas_stutzeri	4870380	4620245	HIGH_QUAL	WEE227	HMBR031_02	HMBR033_02	BHI	HMBR031	Cubicle_3	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	1
s_1505	N224_BC07	Bacillus_safensis	1864653	98791	MEDIUM_QUAL	WEE189	HMBR100_02	HMBR102_02	BHI	HMBR100	Cubicle_3	Bed_Rail	Metal	Empty	2	Non-cohort_cubicles	4
s_4738	N224_BC07	Staphylococcus_aureus	3041815	1669401	HIGH_QUAL	WEE189	HMBR100_02	HMBR102_02	BHI	HMBR100	Cubicle_3	Bed_Rail	Metal	Empty	2	Non-cohort_cubicles	4
s_6114	N224_BC08	Staphylococcus_haemolyticus	2462674	427031	HIGH_QUAL	WEE115	HMCT100	HMCT102	BHI	HMCT100	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	Non-cohort_cubicles	4
s_5453	N224_BC08	Staphylococcus_epidermidis	2618339	2592290	HIGH_QUAL	WEE115	HMCT100	HMCT102	BHI	HMCT100	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	Non-cohort_cubicles	4
s_1992	N224_BC09	Bacillus_thuringiensis	5895812	1468224	HIGH_QUAL	WEE174	HMCT007_02	HMCT009_02	BHI	HMCT007	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	3
s_1736	N224_BC10	Bacillus_subtilis	4133254	4092205	HIGH_QUAL	WEE048	HMP030_02	HMP032_02	BHI	HMP030	Room_1	Pulse_Oxymeter	Rubber	Empty	2	Isolation_rooms	NA
s_1993	N224_BC11	Bacillus_thuringiensis	4164062	730506	MEDIUM_QUAL	WEE064	HMBL022_02	HMBL024_02	BHI	HMBL022	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	3
s_1994	N224_BC12	Bacillus_thuringiensis	5020578	775970	HIGH_QUAL	WEE064	HMBL022_02	HMBL024_02	AMP	HMBL022	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	3
s_312	N224_BC12	Acinetobacter_baumannii	3924731	2173461	HIGH_QUAL	WEE064	HMBL022_02	HMBL024_02	AMP	HMBL022	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	3
s_3468	N225_BC01	Klebsiella_pneumoniae	5740779	5317051	HIGH_QUAL	WEE039	HMBR133	HMBR135	AMP	HMBR133	Room_5	Bed_Rail	Plastic	Moderate_(2-5)	1	Isolation_rooms	NA
s_6115	N225_BC02	Staphylococcus_haemolyticus	2569727	964386	HIGH_QUAL	WEE162	HMBL076	HMBL078	TET	HMBL076	Cubicle_2	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	1
s_3354	N225_BC03	Enterococcus_sp.	2293041	622409	MEDIUM_QUAL	WEE040	HMBR133_02	HMBR135_02	CHLOR	HMBR133	Room_5	Bed_Rail	Plastic	Moderate_(2-5)	2	Isolation_rooms	NA
s_5009	N225_BC03	Staphylococcus_capitis	2423048	69487	HIGH_QUAL	WEE040	HMBR133_02	HMBR135_02	CHLOR	HMBR133	Room_5	Bed_Rail	Plastic	Moderate_(2-5)	2	Isolation_rooms	NA
s_3469	N225_BC04	Klebsiella_pneumoniae	5322582	2835865	HIGH_QUAL	WEE187	HMBR052	HMBR054	AMP	HMBR052	Cubicle_4	Bed_Rail	Plastic	Low_(less_than_2)	1	MDRO_cubicles	3
s_3184	N225_BC05	Enterococcus_faecalis	3034045	3003879	HIGH_QUAL	WEE271	HMBR013	HMBR015	AMP	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	5
s_1080	N225_BC06	Bacillus_cereus	4328281	779510	MEDIUM_QUAL	WEE314	HMCT007	HMCT009	TET	HMCT007	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	3
s_1081	N225_BC07	Bacillus_cereus	4120788	117975	MEDIUM_QUAL	WEE364	HMBL127	HMBL129	AMP	HMBL127	Room_3	Bedside_Locker	Wood	Empty	1	Isolation_rooms	NA
s_6700	N225_BC07	Staphylococcus_succinus	2720521	1665149	HIGH_QUAL	WEE364	HMBL127	HMBL129	AMP	HMBL127	Room_3	Bedside_Locker	Wood	Empty	1	Isolation_rooms	NA
s_1082	N225_BC08	Bacillus_cereus	5261638	2872079	HIGH_QUAL	WEE364	HMBL127	HMBL129	CHLOR	HMBL127	Room_3	Bedside_Locker	Wood	Empty	1	Isolation_rooms	NA
s_6453	N225_BC09	Staphylococcus_hominis	2374378	2350742	HIGH_QUAL	WEE077	HMBL076_02	HMBL078_02	KAN	HMBL076	Cubicle_2	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	1
s_2531	N225_BC10	Candida_albicans	14991853	406015	HIGH_QUAL	WEE188	HMBL058	HMBL060	STREP	HMBL058	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	5
s_1083	N225_BC11	Bacillus_cereus	3452855	43900	MEDIUM_QUAL	WEE159	HMBL079	HMBL081	AMP	HMBL079	Cubicle_2	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	2
s_5010	N225_BC11	Staphylococcus_capitis	2478654	388767	HIGH_QUAL	WEE159	HMBL079	HMBL081	AMP	HMBL079	Cubicle_2	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	2
